college_tier,cgpa,internships,github_projects,backlogs,hackathons,certifications,skills,advanced_skills,intermediate_skills,basic_skills,aptitude_score,job_role,salary_lpa
Tier 3,6.53,0,1,1,2,3,"Node.js, Python, Deep Learning",1,2,0,51.1,Backend Developer,10.21
Tier 3,5.48,2,3,3,2,3,Python,0,1,0,48.6,Junior Developer,3.05
Tier 1,7.91,0,1,2,2,4,React,0,1,0,65.3,Software Engineer,10.72
Tier 3,6.12,1,2,1,0,1,"Git, HTML/CSS, TensorFlow, Deep Learning",2,0,2,53.0,Junior Developer,8.92
Tier 1,7.3,0,1,0,2,1,Deep Learning,1,0,0,52.9,Data Scientist,15.85
Tier 3,6.29,0,2,1,2,3,"Excel, HTML/CSS, Java",0,1,2,43.4,Junior Developer,7.37
Tier 3,5.77,0,3,1,1,3,Excel,0,0,1,28.5,Junior Developer,4.62
Tier 2,7.81,0,2,0,1,3,"DSA, Machine Learning, Git, JavaScript",2,0,2,58.0,Software Engineer,15.86
Tier 1,6.17,0,2,0,2,3,"AWS, PyTorch, Django, Excel",1,2,1,41.2,Backend Developer,9.77
Tier 2,5.24,3,1,1,1,0,"React, DSA, Linux",1,1,1,37.7,Junior Developer,4.68
Tier 2,8.34,2,2,0,1,3,"Python, Django",0,2,0,59.7,Backend Developer,10.78
Tier 1,5.86,1,1,0,3,4,"Java, TensorFlow, AWS",1,2,0,41.0,Junior Developer,5.5
Tier 3,6.37,1,2,1,0,0,DSA,1,0,0,55.0,Software Engineer,9.16
Tier 2,6.66,1,1,0,1,3,Machine Learning,1,0,0,37.9,Junior Developer,9.1
Tier 1,5.49,1,4,0,1,2,"AWS, Docker, Python, Machine Learning",1,3,0,36.4,Junior Developer,4.81
Tier 1,9.28,3,2,0,0,3,"Python, Django, Deep Learning, DSA, SQL, HTML/CSS",2,2,2,74.4,Backend Developer,17.33
Tier 2,8.41,2,0,0,3,3,"Deep Learning, Git, JavaScript, SQL, Python, PyTorch",2,1,3,59.1,Data Analyst,12.97
Tier 2,7.03,3,0,0,2,1,"Deep Learning, Node.js",1,1,0,51.4,Data Scientist,15.81
Tier 3,6.65,0,5,1,1,3,"HTML/CSS, Git",0,0,2,41.0,Junior Developer,6.5
Tier 3,9.08,3,2,0,1,2,"React, SQL, HTML/CSS, DSA, Java",1,2,2,71.8,Software Engineer,21.4
Tier 1,5.82,1,0,0,0,2,"React, Java, DSA",1,2,0,51.4,Junior Developer,6.14
Tier 3,7.0,1,4,1,2,3,TensorFlow,1,0,0,49.5,Data Scientist,12.3
Tier 2,8.48,1,3,0,0,3,"Machine Learning, AWS, Linux, Java, HTML/CSS",1,2,2,63.8,DevOps Engineer,19.16
Tier 2,7.55,2,1,1,2,1,"SQL, TensorFlow, Deep Learning",2,0,1,55.0,Data Scientist,16.12
Tier 3,7.16,0,3,0,0,1,"Node.js, AWS, Machine Learning, React",1,3,0,49.1,Web Developer,14.31
Tier 2,7.1,2,3,0,2,1,"DSA, SQL, Django, Java",1,2,1,49.6,Backend Developer,16.59
Tier 1,5.34,0,4,1,2,1,"Django, Linux, Java, Node.js",0,3,1,40.7,Junior Developer,3.36
Tier 2,6.88,1,5,1,2,2,Excel,0,0,1,45.2,Data Analyst,6.44
Tier 1,6.29,1,1,0,3,5,"Machine Learning, AWS, Linux",1,1,1,51.2,Junior Developer,8.77
Tier 1,9.73,0,2,0,3,1,"TensorFlow, Django, SQL",1,1,1,77.4,Backend Developer,17.24
Tier 1,6.75,0,1,0,1,3,"Java, React, Linux",0,2,1,42.9,Software Engineer,8.0
Tier 2,7.15,2,1,0,0,1,Linux,0,0,1,45.6,DevOps Engineer,6.28
Tier 3,7.16,2,0,0,0,0,"AWS, SQL, Git",0,1,2,40.3,DevOps Engineer,7.31
Tier 3,7.38,0,2,0,2,2,"Node.js, Python, PyTorch",1,2,0,56.4,Backend Developer,13.62
Tier 3,6.38,0,3,1,0,2,JavaScript,0,0,1,36.2,Data Analyst,6.2
Tier 2,5.92,2,3,2,2,5,"AWS, JavaScript",0,1,1,33.6,Junior Developer,4.56
Tier 2,7.51,1,3,1,0,2,"PyTorch, HTML/CSS, Python, Docker",1,2,1,53.1,Backend Developer,15.65
Tier 2,6.76,1,2,1,1,1,"Linux, Deep Learning",1,0,1,63.7,DevOps Engineer,10.36
Tier 2,6.25,1,5,0,1,2,"Django, Excel, Docker, PyTorch",1,2,1,47.7,Backend Developer,9.93
Tier 2,8.19,0,2,0,0,3,"HTML/CSS, TensorFlow, AWS",1,1,1,55.9,Data Scientist,18.78
Tier 2,7.06,0,5,2,0,1,"Django, React, Python",0,3,0,44.5,Backend Developer,10.08
Tier 2,9.55,1,0,0,0,1,"Git, Docker, TensorFlow, PyTorch",2,1,1,82.8,DevOps Engineer,19.58
Tier 1,5.12,1,4,0,3,4,"Docker, Python, TensorFlow",1,2,0,41.9,Junior Developer,4.43
Tier 3,6.01,0,3,2,1,5,"DSA, React, Django, PyTorch, Linux",2,2,1,45.8,Software Engineer,9.7
Tier 3,6.66,2,1,0,2,1,Node.js,0,1,0,41.6,Web Developer,7.49
Tier 2,7.13,1,3,0,1,1,"Git, Django, React",0,2,1,50.4,Software Engineer,10.16
Tier 2,5.66,2,3,3,2,0,"Django, Docker",0,2,0,45.6,Web Developer,4.62
Tier 3,6.85,4,1,2,1,1,TensorFlow,1,0,0,54.0,Junior Developer,8.74
Tier 3,9.17,1,2,0,2,4,"TensorFlow, SQL, Python, AWS",1,2,1,71.0,Data Scientist,20.8
Tier 2,5.83,2,2,3,2,2,"Machine Learning, Django, TensorFlow",2,1,0,57.3,Web Developer,6.01
Tier 2,6.68,1,1,1,3,2,"Node.js, Python, AWS",0,3,0,52.7,DevOps Engineer,8.51
Tier 3,5.03,1,3,0,2,4,"Machine Learning, React, Docker",1,2,0,28.5,Junior Developer,4.08
Tier 1,6.51,0,3,0,0,3,"AWS, Deep Learning, Git, SQL, PyTorch",2,1,2,40.5,DevOps Engineer,10.05
Tier 3,8.71,1,0,1,0,1,"Excel, React",0,1,1,52.1,Data Analyst,10.2
Tier 3,6.46,0,3,1,3,3,"Deep Learning, Git",1,0,1,51.0,Junior Developer,8.63
Tier 3,5.29,1,1,0,1,0,AWS,0,1,0,33.9,Junior Developer,3.67
Tier 3,5.41,0,3,1,0,1,Python,0,1,0,31.5,Junior Developer,3.28
Tier 3,5.9,1,1,0,1,2,"Machine Learning, JavaScript, Docker, Node.js",1,2,1,42.3,Web Developer,5.94
Tier 3,7.26,1,6,0,1,2,"Git, Python, PyTorch, TensorFlow, React",2,2,1,53.5,Software Engineer,16.15
Tier 3,7.04,3,1,0,1,3,"Django, DSA, PyTorch",2,1,0,45.5,Backend Developer,16.17
Tier 1,6.84,0,1,2,1,1,"Docker, TensorFlow",1,1,0,53.6,Backend Developer,10.26
Tier 2,5.5,1,1,1,0,1,"TensorFlow, Deep Learning, Machine Learning, DSA",4,0,0,47.9,Junior Developer,6.29
Tier 1,5.35,2,2,1,0,3,"AWS, Django, Deep Learning",1,2,0,34.8,Junior Developer,4.84
Tier 2,7.17,0,1,0,1,1,"DSA, Machine Learning, Excel",2,0,1,54.7,Data Analyst,12.88
Tier 2,6.95,0,3,2,2,2,"Excel, SQL, Git, Deep Learning",1,0,3,60.6,Data Analyst,9.8
Tier 3,7.46,3,1,0,3,3,"PyTorch, SQL, Machine Learning, Django",2,1,1,59.4,Backend Developer,16.04
Tier 2,8.02,2,2,2,3,0,"Git, React, Linux, PyTorch, HTML/CSS",1,1,3,70.2,DevOps Engineer,19.52
Tier 2,8.94,0,1,1,0,2,"Python, AWS, Docker, React",0,4,0,60.6,DevOps Engineer,10.13
Tier 3,4.0,2,1,0,0,0,"TensorFlow, Linux, JavaScript",1,0,2,36.5,Junior Developer,4.14
Tier 2,7.22,0,6,1,1,3,"TensorFlow, React, Deep Learning",2,1,0,65.8,Data Scientist,16.35
Tier 3,6.9,0,1,2,1,3,"Git, Python, Deep Learning",1,1,1,56.1,DevOps Engineer,9.41
Tier 1,7.49,2,2,0,1,2,"Python, SQL, Excel, Docker, Java",0,3,2,57.7,Backend Developer,10.05
Tier 1,7.42,1,5,1,2,2,Excel,0,0,1,48.8,Data Analyst,6.55
Tier 3,6.85,1,2,3,1,3,"PyTorch, SQL, Node.js",1,1,1,47.0,Backend Developer,10.49
Tier 3,7.43,1,3,0,1,0,"PyTorch, Java, HTML/CSS",1,1,1,53.1,Junior Developer,8.99
Tier 2,7.03,1,1,0,0,1,"Django, Java",0,2,0,40.8,Backend Developer,10.38
Tier 1,6.31,1,1,1,1,1,"PyTorch, Docker, Machine Learning, JavaScript",2,1,1,47.5,Backend Developer,9.92
Tier 3,8.92,0,3,0,2,4,"Node.js, React",0,2,0,67.3,Web Developer,10.68
Tier 2,6.5,1,0,0,2,0,"AWS, Git, Excel",0,1,2,48.3,DevOps Engineer,8.06
Tier 3,5.78,2,4,0,0,4,"Linux, Java, Docker, SQL",0,2,2,41.7,Junior Developer,4.75
Tier 2,8.94,0,1,0,1,2,"Excel, AWS, HTML/CSS",0,1,2,66.4,Data Analyst,10.19
Tier 3,9.01,0,0,0,2,4,"Linux, JavaScript, DSA, Django, AWS",1,2,2,55.6,DevOps Engineer,17.97
Tier 3,7.5,0,2,1,1,2,"React, AWS, SQL, Java, Python",0,4,1,43.5,Backend Developer,9.77
Tier 2,8.62,2,2,1,2,3,"DSA, Git, JavaScript, Python, Excel",1,1,3,69.7,Data Analyst,13.16
Tier 1,6.62,1,2,2,2,3,"Machine Learning, TensorFlow, HTML/CSS, Docker, Node.js",2,2,1,60.8,Web Developer,10.38
Tier 1,6.87,2,5,1,2,2,"Excel, HTML/CSS, React, Java",0,2,2,45.8,Junior Developer,7.34
Tier 2,8.58,1,2,1,1,2,"TensorFlow, Docker",1,1,0,61.7,Backend Developer,17.38
Tier 2,6.82,0,1,1,2,4,"JavaScript, Java, SQL, AWS",0,2,2,56.8,Backend Developer,8.08
Tier 2,6.39,0,1,0,1,2,"Machine Learning, PyTorch, Java, React, JavaScript",2,2,1,51.8,Junior Developer,9.08
Tier 2,4.95,1,5,1,1,2,Django,0,1,0,50.5,Junior Developer,3.63
Tier 2,6.25,0,1,1,1,3,"Linux, Excel, Java, SQL, Docker",0,2,3,48.8,Backend Developer,8.04
Tier 2,6.62,0,4,1,1,4,"Python, HTML/CSS",0,1,1,46.5,Junior Developer,8.56
Tier 2,7.5,2,2,0,1,4,"DSA, React, Git, HTML/CSS",1,1,2,53.0,Software Engineer,16.21
Tier 3,7.03,0,0,1,3,1,"PyTorch, Java, TensorFlow",2,1,0,48.0,Backend Developer,12.73
Tier 2,8.24,1,0,0,2,3,JavaScript,0,0,1,46.4,Data Analyst,6.22
Tier 3,9.34,0,1,0,1,2,"Excel, Java",0,1,1,67.0,Backend Developer,10.22
Tier 1,5.84,2,3,2,1,2,"Git, Machine Learning, React, TensorFlow",2,1,1,48.0,Junior Developer,6.36
Tier 3,6.47,1,1,1,0,1,"Git, Java",0,1,1,43.2,Junior Developer,5.75
Tier 3,5.36,1,3,1,0,1,"JavaScript, Java, Git, AWS",0,2,2,46.7,Junior Developer,3.61
Tier 3,7.12,0,2,1,1,3,"React, Python, AWS",0,3,0,50.5,DevOps Engineer,8.91
Tier 3,4.85,3,3,2,1,4,DSA,1,0,0,26.2,Junior Developer,4.48
Tier 2,7.02,0,1,0,3,3,"JavaScript, Git, DSA, TensorFlow, Machine Learning",3,0,2,53.1,Data Scientist,16.31
Tier 1,7.53,2,1,1,1,1,React,0,1,0,58.7,Software Engineer,10.59
Tier 2,4.15,0,4,0,0,1,React,0,1,0,41.3,Junior Developer,3.39
Tier 3,5.28,3,0,1,1,2,"TensorFlow, Machine Learning, Git",2,0,1,51.4,Junior Developer,4.78
Tier 3,7.58,1,4,0,3,3,"Git, SQL, PyTorch, AWS",1,1,2,63.5,DevOps Engineer,16.08
Tier 2,4.66,0,3,2,1,0,"Django, TensorFlow, DSA",2,1,0,38.7,Junior Developer,4.53
Tier 2,8.2,2,0,1,1,3,"Docker, AWS, Python",0,3,0,59.0,DevOps Engineer,10.34
Tier 2,8.41,0,1,1,0,1,Node.js,0,1,0,59.6,Web Developer,9.71
Tier 1,7.11,1,2,0,3,2,"SQL, Git, Machine Learning, TensorFlow, Java",2,1,2,54.2,Data Scientist,16.26
Tier 3,7.5,2,0,1,4,3,"Docker, JavaScript, Machine Learning, PyTorch, Django",2,2,1,61.7,Backend Developer,15.98
Tier 3,7.09,0,1,0,2,1,"Node.js, PyTorch, Docker, DSA, Git",2,2,1,54.9,DevOps Engineer,15.7
Tier 3,7.0,0,2,2,1,2,"HTML/CSS, React, Excel, Docker, Git",0,2,3,43.2,DevOps Engineer,7.17
Tier 2,5.1,1,1,2,4,1,"Docker, Python",0,2,0,38.2,Junior Developer,3.55
Tier 1,5.9,1,0,1,0,2,"JavaScript, TensorFlow, HTML/CSS",1,0,2,53.4,Junior Developer,5.62
Tier 3,9.37,2,0,0,4,5,"Deep Learning, PyTorch, HTML/CSS, Excel",2,0,2,76.1,ML Engineer,22.87
Tier 2,7.17,2,2,0,3,3,"DSA, AWS",1,1,0,56.7,DevOps Engineer,15.93
Tier 2,8.67,0,1,0,1,2,Linux,0,0,1,65.7,DevOps Engineer,6.89
Tier 2,5.07,0,0,1,2,4,Python,0,1,0,33.1,Junior Developer,3.7
Tier 2,6.39,0,2,0,2,1,"Docker, Deep Learning, PyTorch, Linux, Excel",2,1,2,47.6,Backend Developer,9.9
Tier 2,6.79,0,0,2,3,1,SQL,0,0,1,43.8,Backend Developer,6.46
Tier 2,7.65,3,4,1,0,0,"Java, Node.js, Excel, JavaScript",0,2,2,40.5,Data Analyst,10.18
Tier 1,6.2,1,1,3,1,0,"Git, PyTorch, Linux, Node.js, Machine Learning",2,1,2,51.7,Junior Developer,8.71
Tier 2,8.38,0,2,1,2,2,"HTML/CSS, Machine Learning, Deep Learning, React, Django, Python",2,3,1,49.6,Data Scientist,23.54
Tier 2,6.35,2,1,1,3,5,Node.js,0,1,0,43.5,Web Developer,7.59
Tier 2,7.34,0,4,0,0,3,Docker,0,1,0,50.3,Backend Developer,10.3
Tier 2,5.61,2,1,2,1,2,Git,0,0,1,44.2,Junior Developer,4.51
Tier 2,7.83,2,1,1,2,1,"AWS, Git, React, JavaScript",0,2,2,61.4,DevOps Engineer,9.97
Tier 2,6.42,0,3,0,2,1,"Excel, Linux, Django, Deep Learning, JavaScript",1,1,3,46.0,Data Analyst,10.04
Tier 3,5.2,1,3,2,1,3,"Excel, Linux, JavaScript",0,0,3,42.2,Junior Developer,3.72
Tier 2,7.43,0,1,0,2,0,"Node.js, PyTorch, React, DSA",2,2,0,64.3,Software Engineer,16.03
Tier 2,8.21,0,2,0,3,1,"Django, AWS, JavaScript, Excel, HTML/CSS, Deep Learning",1,2,3,64.6,Web Developer,15.44
Tier 3,6.86,1,2,1,4,1,Excel,0,0,1,60.0,Data Analyst,7.01
Tier 2,6.8,2,0,0,1,1,"Git, DSA",1,0,1,46.6,Software Engineer,9.55
Tier 2,8.54,1,2,1,2,1,Deep Learning,1,0,0,70.0,Data Scientist,22.03
Tier 3,7.02,4,3,0,3,2,Machine Learning,1,0,0,47.3,Data Scientist,15.22
Tier 3,8.75,0,0,0,2,2,"HTML/CSS, Docker, Linux, TensorFlow, Excel",1,1,3,68.2,DevOps Engineer,16.43
Tier 1,4.54,2,1,1,0,1,Deep Learning,1,0,0,40.2,Junior Developer,4.93
Tier 1,6.5,0,1,1,1,3,"Node.js, Docker, Linux, React",0,3,1,45.3,DevOps Engineer,7.6
Tier 1,7.82,1,3,1,0,0,Deep Learning,1,0,0,57.5,Data Scientist,16.02
Tier 3,8.79,0,1,0,2,0,Python,0,1,0,60.3,Backend Developer,10.14
Tier 2,7.22,2,0,2,2,3,"PyTorch, Java, React, TensorFlow, Machine Learning",3,2,0,66.1,Data Scientist,15.8
Tier 2,7.5,1,1,0,1,2,Excel,0,0,1,49.3,Data Analyst,6.45
Tier 3,7.05,1,1,0,1,0,"Docker, Node.js",0,2,0,56.9,Backend Developer,8.23
Tier 2,7.74,0,1,1,3,2,"Linux, HTML/CSS, TensorFlow",1,0,2,59.4,Data Scientist,15.87
Tier 3,7.9,1,2,0,0,1,"SQL, HTML/CSS, Excel, Java, Node.js",0,2,3,54.3,Backend Developer,9.59
Tier 3,5.66,2,2,2,1,1,"Machine Learning, SQL, DSA, Linux",2,0,2,55.6,Junior Developer,5.44
Tier 2,7.14,0,3,3,3,1,"Java, Deep Learning, Machine Learning",2,1,0,63.1,Data Scientist,15.87
Tier 2,7.29,1,1,0,3,1,"DSA, Python",1,1,0,53.9,Software Engineer,16.06
Tier 3,7.47,0,2,1,2,1,"React, Excel, Deep Learning, Git, SQL",1,1,3,56.3,Data Analyst,12.72
Tier 3,7.52,2,2,1,2,2,"Git, TensorFlow, Linux, SQL, Java",1,1,3,52.7,Backend Developer,14.57
Tier 2,5.87,1,3,1,2,2,"Docker, PyTorch, Python, Java",1,3,0,51.8,Junior Developer,6.09
Tier 3,6.82,2,0,1,1,0,DSA,1,0,0,46.5,Software Engineer,8.48
Tier 2,7.38,1,1,0,1,2,AWS,0,1,0,62.4,DevOps Engineer,10.31
Tier 2,8.47,0,3,0,1,4,"TensorFlow, SQL, HTML/CSS, JavaScript",1,0,3,64.2,Data Analyst,13.32
Tier 2,6.93,0,2,0,0,3,"Python, TensorFlow",1,1,0,48.1,Backend Developer,10.22
Tier 2,7.65,3,0,0,2,2,"JavaScript, Docker, Django, HTML/CSS",0,2,2,52.5,Web Developer,10.16
Tier 3,7.99,1,2,1,1,1,"React, Java, Machine Learning",1,2,0,66.4,Software Engineer,14.34
Tier 2,7.89,0,2,0,2,3,"Deep Learning, Python",1,1,0,61.1,Data Scientist,16.0
Tier 3,6.17,0,1,2,4,3,Django,0,1,0,42.9,Backend Developer,5.82
Tier 3,5.72,0,0,1,3,0,"TensorFlow, SQL, Machine Learning, JavaScript",2,0,2,55.3,Junior Developer,6.05
Tier 2,7.75,0,2,0,1,3,"DSA, JavaScript, Git, Deep Learning, Python",2,1,2,60.6,Software Engineer,15.77
Tier 2,7.08,4,4,0,0,3,"Django, JavaScript, Excel",0,1,2,49.3,Data Analyst,9.98
Tier 2,6.84,1,2,0,1,1,Git,0,0,1,51.0,DevOps Engineer,6.61
Tier 2,6.18,0,0,1,0,5,"SQL, Linux, Git, Docker, JavaScript",0,1,4,46.4,Backend Developer,8.13
Tier 3,7.05,0,3,0,0,2,"Linux, Python, Machine Learning",1,1,1,61.9,Data Scientist,12.54
Tier 2,8.27,4,0,0,3,3,"Git, Linux, Django, Docker, Python, SQL",0,3,3,52.7,Backend Developer,10.4
Tier 3,7.16,0,2,0,0,3,"Java, SQL, AWS, Docker",0,3,1,67.6,Backend Developer,9.62
Tier 1,5.65,0,1,0,2,2,"Machine Learning, Java",1,1,0,44.9,Junior Developer,5.87
Tier 2,6.76,1,3,1,1,2,"HTML/CSS, Deep Learning, SQL, AWS",1,1,2,53.5,Backend Developer,9.73
Tier 3,5.17,2,0,0,3,3,Git,0,0,1,36.8,Junior Developer,3.28
Tier 3,6.79,2,0,0,1,2,"React, Python, JavaScript, PyTorch",1,2,1,53.9,Data Analyst,9.93
Tier 2,5.89,1,2,2,1,3,"SQL, Git",0,0,2,42.3,Junior Developer,5.05
Tier 3,6.88,2,2,4,2,1,"AWS, Python, Deep Learning",1,2,0,47.1,DevOps Engineer,9.75
Tier 3,5.64,0,2,0,3,1,"PyTorch, Linux, DSA, Python",2,1,1,45.3,Junior Developer,5.74
Tier 2,6.27,0,0,2,2,2,"Node.js, Deep Learning, Git, DSA",2,1,1,56.3,Software Engineer,9.56
Tier 2,5.48,1,2,2,2,2,Docker,0,1,0,29.4,Junior Developer,3.32
Tier 2,8.59,2,1,0,3,0,JavaScript,0,0,1,59.1,Data Analyst,5.95
Tier 3,6.58,0,1,1,1,1,"JavaScript, AWS, React, Java",0,3,1,37.0,Junior Developer,7.3
Tier 1,6.77,0,2,0,1,0,"HTML/CSS, JavaScript, Machine Learning, Django, Python",1,2,2,54.6,Junior Developer,9.13
Tier 2,7.25,2,0,1,1,1,"Python, TensorFlow, React, PyTorch",2,2,0,60.3,Data Scientist,16.36
Tier 1,6.07,0,4,1,0,2,"Node.js, Python, Excel, AWS",0,3,1,39.5,Data Analyst,7.49
Tier 2,6.33,1,1,0,2,7,Node.js,0,1,0,34.5,Web Developer,7.73
Tier 2,4.83,1,0,1,0,1,"SQL, Python, Docker",0,2,1,32.2,Junior Developer,4.01
Tier 3,6.64,1,1,1,0,2,"TensorFlow, PyTorch, Node.js",2,1,0,57.1,Web Developer,10.22
Tier 1,10.0,2,2,1,1,3,"Excel, JavaScript, Python, Django",0,2,2,56.5,Data Analyst,10.81
Tier 3,5.18,0,3,0,1,2,Machine Learning,1,0,0,46.8,Junior Developer,4.06
Tier 2,7.55,1,2,0,1,1,"TensorFlow, Python, Machine Learning",2,1,0,59.3,Data Scientist,16.0
Tier 1,7.71,0,3,0,0,3,"Django, Excel, SQL, HTML/CSS, Machine Learning",1,1,3,55.7,Backend Developer,15.41
Tier 3,6.32,0,4,2,0,1,"HTML/CSS, React, AWS, PyTorch",1,2,1,41.2,Web Developer,9.79
Tier 3,6.26,0,2,0,3,2,AWS,0,1,0,38.7,Junior Developer,6.86
Tier 2,7.91,1,1,0,2,3,"Git, Django, PyTorch",1,1,1,58.0,Backend Developer,15.81
Tier 1,6.67,1,3,1,3,2,AWS,0,1,0,49.2,DevOps Engineer,7.91
Tier 3,4.0,0,3,2,3,0,"Docker, Node.js",0,2,0,20.3,Junior Developer,3.48
Tier 1,8.23,1,1,0,2,3,Machine Learning,1,0,0,62.6,Data Scientist,23.59
Tier 3,6.42,1,1,1,1,4,Django,0,1,0,50.0,Backend Developer,6.73
Tier 2,7.13,0,3,0,0,1,"Linux, Node.js, SQL, JavaScript, PyTorch",1,1,3,58.4,Data Analyst,13.02
Tier 3,5.97,2,0,0,5,1,"Git, Node.js, Linux, Deep Learning",1,1,2,42.1,Junior Developer,5.99
Tier 3,7.14,0,2,0,2,3,"React, Django, SQL, Docker, Machine Learning",1,3,1,63.8,Backend Developer,15.2
Tier 2,8.74,0,1,1,2,0,"JavaScript, DSA, PyTorch, Python, React",2,2,1,64.7,Software Engineer,21.81
Tier 3,7.9,4,1,0,0,1,"AWS, Django, SQL",0,2,1,52.4,Backend Developer,10.06
Tier 2,9.37,0,1,0,3,3,"Excel, Docker, PyTorch, Java",1,2,1,63.1,Backend Developer,17.14
Tier 3,8.14,0,0,2,1,1,"Deep Learning, TensorFlow",2,0,0,67.4,Data Scientist,11.75
Tier 2,7.14,0,0,0,1,3,Linux,0,0,1,52.7,DevOps Engineer,6.42
Tier 3,5.34,2,3,2,1,1,"TensorFlow, Linux, HTML/CSS",1,0,2,40.9,Junior Developer,4.55
Tier 2,9.39,0,4,0,1,4,"SQL, PyTorch",1,0,1,67.0,Backend Developer,17.51
Tier 3,5.25,2,4,1,2,3,Excel,0,0,1,36.0,Junior Developer,3.94
Tier 3,5.95,2,1,2,0,1,"HTML/CSS, Machine Learning, SQL",1,0,2,40.8,Junior Developer,6.42
Tier 2,6.46,1,3,1,2,2,"PyTorch, Python, Excel, DSA, SQL",2,1,2,52.3,Data Analyst,10.15
Tier 2,7.07,0,2,0,2,1,"Java, Django, PyTorch, TensorFlow",2,2,0,50.8,Backend Developer,15.65
Tier 3,7.04,1,5,0,3,2,"SQL, Django, HTML/CSS, Deep Learning",1,1,2,49.7,Backend Developer,15.14
Tier 3,4.58,1,5,1,0,2,"DSA, Deep Learning, HTML/CSS",2,0,1,43.4,Junior Developer,4.61
Tier 1,7.38,1,3,0,2,1,"Machine Learning, Python, HTML/CSS, AWS",1,2,1,53.7,Data Scientist,15.28
Tier 2,5.36,2,2,0,3,1,"Excel, AWS, React, Machine Learning",1,2,1,34.9,Junior Developer,4.51
Tier 2,5.24,1,3,0,1,2,"React, Django, Python",0,3,0,45.0,Junior Developer,3.19
Tier 1,6.77,0,1,2,1,3,"Excel, SQL",0,0,2,41.1,Data Analyst,6.43
Tier 2,6.62,2,3,0,0,2,"Machine Learning, Linux, HTML/CSS, Docker, DSA",2,1,2,57.1,DevOps Engineer,9.89
Tier 1,7.04,0,1,0,3,3,"Java, HTML/CSS, React, AWS, Python",0,4,1,53.5,Junior Developer,8.31
Tier 3,4.0,2,0,1,0,4,"PyTorch, Machine Learning",2,0,0,33.5,Junior Developer,5.05
Tier 1,8.41,1,2,2,0,1,"Docker, TensorFlow, Git, HTML/CSS, Linux, SQL",1,1,4,63.7,DevOps Engineer,19.82
Tier 3,6.01,1,0,1,3,0,"Node.js, Linux, Java",0,2,1,53.2,Backend Developer,6.43
Tier 2,4.88,0,2,0,0,3,"TensorFlow, HTML/CSS",1,0,1,39.9,Junior Developer,4.7
Tier 3,5.67,1,2,0,2,1,"React, TensorFlow",1,1,0,45.1,Web Developer,5.86
Tier 2,7.73,1,2,0,2,1,"PyTorch, SQL, React, TensorFlow, Java",2,2,1,56.2,Backend Developer,15.95
Tier 3,7.26,0,1,1,0,3,Docker,0,1,0,55.5,Backend Developer,6.2
Tier 2,7.12,1,4,0,1,2,Git,0,0,1,43.7,DevOps Engineer,5.98
Tier 1,5.18,2,2,2,2,2,"SQL, HTML/CSS",0,0,2,35.2,Junior Developer,3.27
Tier 3,4.0,1,3,1,2,0,"Deep Learning, TensorFlow",2,0,0,35.4,Junior Developer,4.38
Tier 3,7.58,1,1,0,2,5,Machine Learning,1,0,0,58.6,Data Scientist,12.84
Tier 3,6.32,0,1,1,2,3,"Excel, JavaScript, Docker, SQL, Node.js",0,2,3,49.3,Data Analyst,7.68
Tier 2,6.76,0,1,3,1,1,"PyTorch, Linux",1,0,1,52.1,DevOps Engineer,10.01
Tier 2,6.14,3,3,0,2,2,"HTML/CSS, Python, PyTorch, DSA",2,1,1,55.8,Junior Developer,8.8
Tier 1,9.17,2,1,0,1,1,"Java, Excel, Machine Learning",1,1,1,69.9,Backend Developer,17.24
Tier 2,7.54,2,0,0,2,2,"JavaScript, DSA, HTML/CSS, PyTorch",2,0,2,62.2,Web Developer,15.53
Tier 2,6.53,2,2,1,1,3,"Python, Django",0,2,0,48.5,Backend Developer,7.65
Tier 2,5.66,0,2,0,1,5,"JavaScript, SQL, Python",0,1,2,35.8,Junior Developer,4.84
Tier 3,9.35,2,4,2,1,0,"Docker, React, Django, Node.js, Machine Learning",1,4,0,69.2,Web Developer,15.28
Tier 1,6.16,0,1,1,1,0,"Machine Learning, SQL, Docker, Deep Learning",2,1,1,39.7,Backend Developer,10.18
Tier 2,7.87,2,2,1,1,2,"Django, Linux, Excel, Python, Java",0,3,2,52.9,Backend Developer,10.66
Tier 2,7.41,2,3,0,3,0,"Java, Deep Learning, PyTorch, TensorFlow, Git",3,1,1,72.9,Data Scientist,16.23
Tier 1,7.99,0,2,1,3,2,"Machine Learning, React, Excel",1,1,1,51.9,Data Analyst,13.6
Tier 3,8.86,2,1,0,0,3,"Machine Learning, HTML/CSS, Deep Learning, AWS",2,1,1,71.9,Data Scientist,20.65
Tier 3,7.36,1,2,0,2,1,Django,0,1,0,52.9,Backend Developer,8.27
Tier 2,6.29,1,2,1,2,1,"React, Deep Learning, HTML/CSS, AWS, Linux",1,2,2,49.4,Web Developer,9.94
Tier 3,5.76,0,4,1,2,2,"Git, HTML/CSS, PyTorch",1,0,2,46.1,Junior Developer,5.84
Tier 2,9.24,0,1,0,3,1,"Node.js, AWS, React",0,3,0,64.9,Web Developer,10.4
Tier 1,7.82,0,1,0,1,3,"JavaScript, Machine Learning",1,0,1,54.1,Data Analyst,12.94
